0, 0.000000, 0.000000 
1, 0.000000, 0.000000 
2, 0.000001, 0.000000 
3, 0.000003, 0.000000 
4, 0.000008, 0.000000 
5, 0.000022, 0.000000 
6, 0.000057, 0.000000 
7, 0.000138, 0.000000 
8, 0.000321, 0.000000 
9, 0.000717, 0.000000 
10, 0.001535, 0.000000 
11, 0.003151, 0.000000 
12, 0.006201, 0.000000 
13, 0.011699, 0.000000 
14, 0.021155, 0.000000 
15, 0.036670, 0.000000 
16, 0.060931, 0.000000 
17, 0.097047, 0.000000 
18, 0.148166, 0.000000 
19, 0.216840, 0.000000 
20, 0.304196, 0.000000 
21, 0.409064, 0.000000 
22, 0.527292, 0.000000 
23, 0.651531, 0.000000 
24, 0.771689, 0.000000 
25, 0.876138, 0.000000 
26, 0.953512, 0.000000 
27, 0.994725, 0.000000 
28, 0.994725, 0.000000 
29, 0.953512, 0.000000 
30, 0.876138, 0.000000 
31, 0.771689, 0.000000 
32, 0.651531, 0.000000 
33, 0.527292, 0.000000 
34, 0.409064, 0.000000 
35, 0.304196, 0.000000 
36, 0.216840, 0.000000 
37, 0.148166, 0.000000 
38, 0.097047, 0.000000 
39, 0.060931, 0.000000 
40, 0.036670, 0.000000 
41, 0.021155, 0.000000 
42, 0.011699, 0.000000 
43, 0.006201, 0.000000 
44, 0.003151, 1.664847 
45, 0.001535, 1.664847 
46, 0.000717, 1.664847 
47, 0.000321, 1.664847 
48, 0.000138, 1.664847 
49, 0.000057, 1.664847 
50, 0.000022, 1.664847 
51, 0.000008, 1.664847 
52, 0.000003, 1.664847 
53, 0.000001, 1.664847 
54, 0.000000, 1.664847 
55, 0.000000, 1.664847 
56, 0.000000, 1.664847 
57, 0.000000, 1.664847 
58, 0.000000, 1.664847 
59, 0.000000, 1.664847 
60, 0.000000, 1.664847 
61, 0.000000, 1.664847 
62, 0.000000, 1.664847 
63, 0.000000, 1.664847 
64, 0.000000, 1.664847 
65, 0.000000, 1.664847 
66, 0.000000, 1.664847 
67, 0.000000, 0.000000 
68, 0.000000, 0.000000 
69, 0.000000, 0.000000 
70, 0.000000, 0.000000 
71, 0.000000, 0.000000 
72, 0.000000, 0.000000 
73, 0.000000, 0.000000 
74, 0.000000, 0.000000 
75, 0.000000, 0.000000 
76, 0.000000, 0.000000 
77, 0.000000, 0.000000 
