0.299998,-0.003923,0.299998,-0.004761,0.299997,-0.0056,0.299996,-0.007694,0.299995,-0.009784
0.299992,-0.007839,0.29999,-0.0095,0.299989,-0.011163,0.299985,-0.015311,0.29998,-0.019447
0.299982,-0.011747,0.299979,-0.014216,0.299975,-0.016689,0.299966,-0.022851,0.299956,-0.028983
0.299969,-0.015646,0.299962,-0.018908,0.299955,-0.022176,0.299939,-0.030311,0.299923,-0.03839
0.299951,-0.019538,0.299941,-0.023577,0.299931,-0.027625,0.299905,-0.037688,0.29988,-0.047663
0.29993,-0.023421,0.299915,-0.028221,0.2999,-0.033034,0.299864,-0.044981,0.299827,-0.056798
0.299904,-0.027296,0.299884,-0.032841,0.299864,-0.038402,0.299815,-0.052188,0.299766,-0.065792
0.299875,-0.031162,0.299849,-0.037436,0.299823,-0.043729,0.299759,-0.059306,0.299696,-0.07464
0.299842,-0.035019,0.29981,-0.042005,0.299777,-0.049013,0.299696,-0.066332,0.299617,-0.083338
0.299805,-0.038868,0.299765,-0.046547,0.299725,-0.054255,0.299627,-0.073266,0.299529,-0.091883
0.299764,-0.042708,0.299716,-0.051064,0.299669,-0.059452,0.29955,-0.080105,0.299433,-0.10027
0.29972,-0.046539,0.299663,-0.055553,0.299607,-0.064604,0.299466,-0.086847,0.299329,-0.108497
0.299671,-0.050361,0.299605,-0.060016,0.299539,-0.069711,0.299376,-0.093489,0.299216,-0.116558
0.299619,-0.054173,0.299543,-0.06445,0.299467,-0.074772,0.29928,-0.100029,0.299096,-0.12445
0.299563,-0.057976,0.299476,-0.068856,0.29939,-0.079785,0.299176,-0.106466,0.298967,-0.13217
0.299503,-0.061769,0.299405,-0.073234,0.299308,-0.084749,0.299067,-0.112797,0.298831,-0.139713
0.299439,-0.065553,0.29933,-0.077582,0.29922,-0.089665,0.298951,-0.119021,0.298688,-0.147077
0.299372,-0.069327,0.29925,-0.0819,0.299128,-0.094531,0.298829,-0.125135,0.298537,-0.154257
0.299301,-0.073091,0.299166,-0.086189,0.299031,-0.099347,0.2987,-0.131137,0.298379,-0.161249
0.299226,-0.076845,0.299078,-0.090447,0.29893,-0.104111,0.298566,-0.137025,0.298215,-0.168052
0.299147,-0.080589,0.298985,-0.094674,0.298823,-0.108822,0.298426,-0.142797,0.298043,-0.17466
0.299064,-0.084322,0.298889,-0.09887,0.298712,-0.113481,0.298281,-0.148452,0.297865,-0.181072
0.298978,-0.088045,0.298788,-0.103034,0.298596,-0.118085,0.29813,-0.153987,0.297681,-0.187282
0.298888,-0.091757,0.298682,-0.107165,0.298476,-0.122635,0.297973,-0.1594,0.297491,-0.19329
0.298795,-0.095458,0.298573,-0.111264,0.298351,-0.127129,0.297811,-0.16469,0.297295,-0.199091
0.298697,-0.099149,0.29846,-0.11533,0.298222,-0.131567,0.297644,-0.169855,0.297093,-0.204682
0.298596,-0.102828,0.298343,-0.119362,0.298088,-0.135948,0.297471,-0.174893,0.296885,-0.210062
0.298492,-0.106497,0.298221,-0.12336,0.29795,-0.140271,0.297294,-0.179802,0.296673,-0.215226
0.298383,-0.110154,0.298096,-0.127323,0.297807,-0.144535,0.297112,-0.184581,0.296455,-0.220173
0.298271,-0.113799,0.297967,-0.131252,0.297661,-0.14874,0.296925,-0.189227,0.296233,-0.2249
0.298156,-0.117433,0.297833,-0.135144,0.29751,-0.152884,0.296733,-0.19374,0.296005,-0.229404
0.298037,-0.121055,0.297696,-0.139002,0.297355,-0.156968,0.296537,-0.198118,0.295774,-0.233684
