10,49.111783,108.596168,158.893999,236.827124,539.673544
20,77.189363,209.804423,300.876727,311.700321,984.306629
30,107.953743,299.587154,438.666601,267.291422,1329.766696
40,135.433623,377.334356,553.602457,348.370858,1641.846741
50,155.74031,442.132939,651.065729,585.799993,1885.656966
60,167.866295,489.075101,735.759281,860.234834,2069.764796
70,172.429597,519.338206,794.146022,1108.178374,2224.706433
80,169.243035,534.140613,836.819773,1291.757037,2321.974754
90,160.069204,531.869571,862.890353,1403.309808,2375.210294
100,151.458372,513.62893,866.829416,1407.181239,2388.622125
110,148.138837,485.344358,854.36216,1369.939522,2351.923289
120,150.606419,461.131528,823.352115,1354.688568,2259.144058
130,155.983467,451.229896,786.548036,1405.444665,2161.56278
140,161.941949,454.614104,756.982409,1426.311748,2102.947177
150,166.669653,465.32854,744.722128,1429.490257,2092.099637
160,169.02457,480.813026,745.622213,1447.965219,2108.975795
170,168.135987,496.938127,758.676146,1470.619661,2143.110423
180,164.955028,509.319877,778.652989,1516.241279,2194.327195
190,161.87101,517.209401,798.961316,1574.840189,2247.2626
200,160.422839,519.44082,821.546335,1623.778124,2297.414821
210,161.543955,513.766463,838.219332,1662.635939,2339.881817
220,164.506541,505.407235,850.134024,1689.794814,2367.308951
230,168.120501,498.004719,856.165594,1729.206878,2373.154709
240,171.188743,493.889289,852.334096,1777.779306,2357.682213
250,172.865556,496.498525,845.286334,1807.381089,2333.718846
260,172.8336,502.640944,837.835134,1825.900654,2319.981638
270,171.499301,510.782185,832.743174,1847.720741,2317.947698
280,170.08664,521.091985,830.08065,1879.073757,2326.988218
290,169.589128,530.126159,834.428252,1919.364849,2347.884852
300,170.503463,535.162265,842.673564,1958.437453,2373.989983
310,172.836463,537.274076,853.349086,1998.839044,2406.260893
320,175.497023,536.54742,868.682806,2035.698633,2442.038105
330,177.822018,534.175191,881.315659,2059.52727,2475.980466
340,179.322582,532.599864,893.785089,2088.545341,2504.216995
350,179.568456,532.130778,903.009073,2114.990718,2520.796309
360,179.027132,534.070176,906.730404,2135.340347,2525.59709
370,178.59981,539.697899,908.997754,2158.387183,2525.253625
380,178.636089,546.174842,908.819237,2181.271701,2527.414572
390,179.70039,552.972552,909.251297,2207.961179,2533.118758
400,181.559148,560.210374,910.419088,2235.398209,2546.585809
410,183.638729,564.995553,914.896508,2260.023098,2563.292796
420,185.616158,567.328988,919.340364,2284.240777,2585.133561
430,186.838801,568.429891,927.434055,2297.653641,2610.887195
440,187.247798,568.644319,937.987976,2318.561012,2638.518219
450,187.292966,569.426628,947.455544,2349.373211,2668.085578
460,187.318179,570.878742,959.118289,2379.884408,2695.353207
470,187.843522,573.462678,968.198545,2402.900057,2716.923063
480,188.83705,578.089502,974.845206,2423.173754,2730.198552
490,190.35589,583.982384,981.034562,2439.743679,2738.376986
500,192.14492,589.513528,983.939409,2451.531529,2747.381022
510,193.743317,595.172335,987.482104,2461.995107,2759.334969
520,194.846875,600.138796,990.426116,2476.700017,2772.218537
530,195.453665,602.616423,994.84073,2489.639711,2789.101216
540,195.873287,604.636439,999.024501,2498.990849,2808.623399
550,196.227843,606.08971,1006.238598,2510.927909,2829.44915
560,196.791531,607.748938,1013.983688,2532.627487,2853.608103
570,197.743534,610.317197,1022.322945,2550.28094,2879.900612
580,199.119724,613.26745,1032.63123,2563.835584,2905.551482
590,200.726725,617.019864,1040.280152,2575.418515,2927.501462
600,202.158477,622.618393,1048.509305,2577.897238,2943.424906
610,203.292115,628.000242,1055.175533,2580.388419,2956.182027
620,204.068087,632.18961,1059.831552,2582.38599,2969.001004
630,204.507053,636.490984,1064.298354,2582.808793,2981.22595
640,204.989224,639.752132,1068.506775,2584.780616,2995.662639
650,205.597202,641.886548,1072.400431,2584.863629,3010.56414
660,206.57965,643.87825,1076.828643,2585.568996,3026.913332
670,207.928741,645.770794,1082.544295,2588.550233,3046.191335
680,209.342637,648.359597,1088.377283,2591.821319,3066.80098
690,210.717791,651.719296,1095.463032,2597.771493,3088.687883
700,211.809825,655.433723,1104.027033,2601.466966,3111.38513
710,212.470216,659.654544,1110.759176,2599.334635,3132.842921
720,213.031339,664.749679,1119.186323,2594.197271,3149.796143
730,213.486957,668.823407,1125.44178,2585.356974,3163.809886
740,214.19803,672.241819,1130.962349,2577.75644,3176.042628
750,215.200159,675.43748,1135.832206,2572.813475,3189.056012
760,216.366337,677.513879,1139.588571,2563.044169,3202.312188
770,217.694976,679.68551,1143.313975,2559.880295,3215.245025
780,218.923359,681.589299,1147.223271,2559.314568,3230.411985
790,219.805105,683.969029,1151.816112,2561.230067,3245.6194
800,220.514415,687.096708,1156.06889,2566.197673,3261.724444
810,220.984694,690.556219,1162.274361,2564.423024,3280.758684
820,221.54729,694.144772,1168.269546,2555.204142,3301.272766
830,222.25187,698.397836,1174.313799,2543.594009,3320.134635
840,223.096116,702.461741,1181.564183,2530.587312,3335.667036
850,224.194451,705.140459,1186.990904,2519.077789,3349.034823
860,225.325211,707.812427,1192.38886,2506.596532,3361.17162
870,226.347663,709.9541,1197.192454,2489.465977,3372.591245
880,227.175321,711.6804,1200.256194,2472.586705,3383.778633
890,227.818383,713.664438,1203.886803,2465.085989,3395.565136
900,228.358569,715.535924,1206.631281,2460.984939,3406.659321
910,228.815502,718.028916,1209.977177,2457.906281,3418.640216
920,229.425306,721.39058,1212.815622,2452.765389,3432.824124
930,230.182669,724.698389,1217.493634,2440.695589,3447.320634
940,231.128188,727.672755,1221.535254,2432.030947,3463.426839
950,232.139708,731.212803,1226.851834,2429.401421,3479.661302
960,233.059551,733.920096,1232.446328,2428.350415,3493.515994
970,233.891532,735.734817,1236.822759,2423.037504,3505.628866
980,234.427237,737.501383,1241.92226,2410.600982,3515.337099
990,234.837183,738.764333,1245.382133,2394.685346,3524.584074
