0.100358,0.399997,0.10146,0.399997,0.102033,0.399996,0.103023,0.399994,0.103762,0.399993
0.100718,0.399989,0.102922,0.399987,0.104069,0.399984,0.106052,0.399977,0.10753,0.399971
0.101079,0.399976,0.104386,0.39997,0.106108,0.399964,0.109084,0.399949,0.111304,0.399935
0.101442,0.399957,0.105852,0.399946,0.10815,0.399936,0.112121,0.39991,0.115084,0.399884
0.101806,0.399933,0.107321,0.399916,0.110195,0.3999,0.115163,0.399859,0.118871,0.399819
0.102172,0.399903,0.108792,0.39988,0.112242,0.399856,0.118209,0.399798,0.122664,0.399739
0.102539,0.399868,0.110265,0.399836,0.114292,0.399804,0.121259,0.399725,0.126462,0.399646
0.102908,0.399828,0.11174,0.399786,0.116346,0.399744,0.124314,0.399641,0.130267,0.399538
0.103279,0.399782,0.113218,0.399729,0.118401,0.399677,0.127374,0.399546,0.134077,0.399415
0.103651,0.399731,0.114698,0.399666,0.12046,0.399601,0.130437,0.39944,0.137894,0.399279
0.104025,0.399674,0.116179,0.399596,0.122522,0.399518,0.133505,0.399323,0.141716,0.399129
0.104401,0.399612,0.117663,0.399519,0.124586,0.399426,0.136577,0.399195,0.145544,0.398964
0.104778,0.399545,0.119149,0.399436,0.126653,0.399327,0.139654,0.399056,0.149378,0.398786
0.105156,0.399472,0.120637,0.399346,0.128722,0.39922,0.142734,0.398906,0.153218,0.398594
0.105536,0.399394,0.122127,0.399249,0.130795,0.399105,0.145819,0.398745,0.157063,0.398389
0.105918,0.399311,0.12362,0.399146,0.13287,0.398982,0.148908,0.398574,0.160913,0.398169
0.106301,0.399222,0.125114,0.399036,0.134947,0.398851,0.152001,0.398392,0.164769,0.397937
0.106686,0.399128,0.12661,0.39892,0.137027,0.398713,0.155098,0.398199,0.168631,0.397691
0.107072,0.399028,0.128109,0.398797,0.13911,0.398566,0.158198,0.397996,0.172497,0.397431
0.10746,0.398923,0.129609,0.398667,0.141195,0.398413,0.161303,0.397782,0.176369,0.397159
0.107849,0.398813,0.131112,0.398531,0.143283,0.398251,0.164412,0.397557,0.180246,0.396873
0.10824,0.398697,0.132616,0.398389,0.145374,0.398082,0.167524,0.397322,0.184128,0.396575
0.108632,0.398576,0.134123,0.39824,0.147466,0.397905,0.17064,0.397077,0.188015,0.396263
0.109026,0.39845,0.135631,0.398084,0.149562,0.39772,0.17376,0.396822,0.191907,0.39594
0.109422,0.398318,0.137141,0.397922,0.151659,0.397528,0.176883,0.396557,0.195803,0.395603
0.109819,0.398181,0.138653,0.397753,0.153759,0.397328,0.18001,0.396281,0.199704,0.395255
0.110217,0.398039,0.140167,0.397578,0.155862,0.397121,0.183141,0.395995,0.20361,0.394894
0.110617,0.397891,0.141683,0.397396,0.157967,0.396906,0.186275,0.3957,0.20752,0.394522
0.111019,0.397738,0.143201,0.397208,0.160074,0.396684,0.189412,0.395395,0.211434,0.394137
0.111422,0.397579,0.144721,0.397014,0.162183,0.396454,0.192552,0.39508,0.215353,0.393741
0.111827,0.397415,0.146243,0.396813,0.164295,0.396216,0.195696,0.394755,0.219275,0.393334
0.112233,0.397246,0.147766,0.396606,0.166408,0.395972,0.198843,0.394421,0.223201,0.392915
0.11264,0.397071,0.149291,0.396392,0.168524,0.39572,0.201993,0.394077,0.227131,0.392486
0.113049,0.396892,0.150818,0.396172,0.170643,0.395461,0.205146,0.393724,0.231065,0.392045
0.11346,0.396706,0.152347,0.395946,0.172763,0.395194,0.208301,0.393362,0.235002,0.391594
0.113872,0.396516,0.153877,0.395713,0.174885,0.39492,0.21146,0.392991,0.238942,0.391133
0.114285,0.39632,0.155409,0.395474,0.177009,0.394639,0.214621,0.392611,0.242886,0.390662
0.1147,0.396119,0.156943,0.395229,0.179136,0.394351,0.217785,0.392222,0.246832,0.39018
0.115117,0.395912,0.158478,0.394977,0.181264,0.394056,0.220952,0.391824,0.250782,0.389689
0.115535,0.3957,0.160016,0.394719,0.183394,0.393754,0.224121,0.391418,0.254734,0.389189
0.115954,0.395483,0.161554,0.394455,0.185526,0.393444,0.227292,0.391003,0.258688,0.388679
0.116375,0.395261,0.163095,0.394185,0.18766,0.393128,0.230465,0.39058,0.262645,0.388161
0.116798,0.395033,0.164637,0.393909,0.189796,0.392805,0.233641,0.390148,0.266605,0.387634
0.117221,0.3948,0.16618,0.393626,0.191933,0.392475,0.236819,0.389709,0.270566,0.387098
0.117647,0.394562,0.167725,0.393338,0.194073,0.392138,0.239999,0.389262,0.274529,0.386554
0.118073,0.394318,0.169272,0.393043,0.196213,0.391795,0.24318,0.388807,0.278493,0.386003
